lr,t,c_l,c_r,c_s,cc,cs,n_l,n_r,n_s,nn,s_l,s_r,s_s,sc,ss,sum
PDGFC_FLT4,LIHC,3.34,0.81,3.19,5.02,34.56,4.87,1.49,7.26,13.54,3.96,5.54,21.95,5.95,40.93,53.63
PDGFC_FLT4,LUAD,6.64,1.19,20.41,3.34,15.8,9.29,8.08,75.08,31.6,17.09,5.66,96.67,8.59,40.68,237.62
PDGFC_FLT4,LUSC,4.12,0.67,11.66,1.52,8.78,9.44,8.82,83.23,46.03,17.48,3.85,67.32,6.45,37.23,180.83
PDGFC_FLT4,MEDIAN,,,,3.16,11.76,,,,19.5,,,,8.78,,
PDGFC_FLT4,OV,9.53,1.8,35.64,10.58,11.75,13.27,3.82,50.7,31.27,19.8,2.0,39.6,21.98,24.42,162.16
PDGFC_FLT4,PAAD,2.64,0.6,30.76,0.43,3.22,24.54,3.79,93.02,25.21,51.4,4.51,231.67,8.34,62.8,368.92
PDGFC_FLT4,PRAD,0.83,0.51,14.5,0.39,1.81,15.9,1.53,24.34,22.37,28.65,2.36,67.59,13.33,62.11,108.82
PDGFC_FLT4,SKCM,1.75,0.66,2.59,4.71,25.11,1.21,0.72,0.87,3.55,3.91,3.52,13.78,10.53,56.09,24.58
PDGFC_FLT4,STAD,1.72,0.79,8.94,1.8,10.36,4.22,1.44,6.07,8.02,11.3,4.55,51.43,11.82,67.99,75.64
PDGFC_FLT4,THCA,17.86,7.93,122.89,32.87,11.76,11.25,6.37,71.68,16.64,15.5,2.84,43.96,28.53,10.2,430.76
PDGFC_FLT4,UCEC,8.27,0.76,10.21,3.07,9.45,18.44,7.51,138.5,67.26,13.35,2.35,31.43,4.96,15.26,205.93
PDGFC_KDR,BLCA,0.72,1.67,24.39,1.0,2.27,10.01,3.68,36.85,30.6,14.59,3.79,55.26,20.25,45.88,120.44
PDGFC_KDR,BRCA,6.34,3.57,58.5,3.73,11.51,19.37,14.26,276.25,45.44,16.37,11.03,180.51,9.62,29.69,607.88
PDGFC_KDR,CESC,5.74,0.68,2.25,0.44,2.02,26.99,31.33,845.63,96.11,3.32,3.1,10.29,0.26,1.17,879.82
PDGFC_KDR,CRC,0.82,1.01,24.24,0.29,2.92,3.72,2.43,9.05,3.12,23.89,10.37,247.77,8.35,85.33,290.38
PDGFC_KDR,ESCA,1.95,1.2,15.34,1.6,10.37,4.07,3.5,14.25,9.72,12.73,7.81,99.48,10.46,67.85,146.61
PDGFC_KDR,GBM,11.04,3.9,54.9,19.57,23.37,3.24,1.54,4.99,2.27,14.09,4.65,65.58,24.97,29.82,219.89
PDGFC_KDR,HNSC,3.36,0.64,8.46,2.17,17.04,3.88,1.33,5.17,5.22,13.22,5.02,66.41,8.54,67.04,99.06
PDGFC_KDR,KIRC,16.29,18.98,232.75,13.24,37.68,15.07,16.67,251.29,10.76,12.26,54.03,662.48,9.96,28.36,2335.96
PDGFC_KDR,KIRP,19.89,0.59,7.47,3.34,20.52,14.73,14.69,216.33,61.07,12.57,3.65,45.95,2.11,12.97,354.26
PDGFC_KDR,LGG,11.92,3.31,23.27,32.31,28.01,3.24,1.54,4.99,4.09,7.03,2.87,20.17,19.06,16.53,122.06
PDGFC_KDR,LIHC,3.34,1.89,7.48,7.35,28.79,4.87,3.71,18.07,21.04,3.96,7.4,29.3,8.71,34.11,85.9
PDGFC_KDR,LUAD,6.64,4.54,77.58,5.39,14.06,9.29,18.31,170.12,30.46,17.09,11.83,202.23,13.89,36.2,558.58
PDGFC_KDR,LUSC,4.12,1.07,18.77,1.39,7.73,9.44,17.56,165.73,52.2,17.48,5.95,104.04,5.91,32.77,317.51
PDGFC_KDR,MEDIAN,,,,3.38,12.51,,,,19.18,,,,9.27,,
PDGFC_KDR,OV,9.53,0.96,19.0,4.29,21.64,13.27,3.24,43.0,20.19,19.8,4.83,95.73,8.92,44.95,212.95
PDGFC_KDR,PAAD,2.64,0.7,36.11,0.28,3.72,24.54,4.92,120.6,18.17,51.4,9.35,480.35,5.44,72.39,663.58
PDGFC_KDR,PRAD,0.83,1.03,29.44,0.23,1.84,15.9,6.45,102.62,27.09,28.65,8.34,238.91,7.77,63.07,378.78
PDGFC_KDR,SKCM,1.75,2.48,9.71,8.61,21.13,1.21,1.6,1.94,3.84,3.91,6.09,23.82,19.23,47.19,50.47
PDGFC_KDR,STAD,1.72,1.88,21.21,2.29,10.13,4.22,2.05,8.66,6.13,11.3,8.31,93.95,15.0,66.45,141.38
PDGFC_KDR,THCA,17.86,18.87,292.57,32.33,13.51,11.25,13.32,149.86,14.37,15.5,7.89,122.3,28.06,11.73,1042.74
PDGFC_KDR,UCEC,8.27,1.73,23.15,3.43,6.51,18.44,16.8,309.82,74.03,13.35,3.29,43.97,5.53,10.51,418.52
PDGFC_PDGFRA,BLCA,0.72,0.34,4.95,0.07,3.24,10.01,10.9,109.13,29.89,14.59,16.38,238.93,1.35,65.45,365.08
PDGFC_PDGFRA,BRCA,6.34,1.26,20.65,0.64,16.83,19.37,24.36,471.87,37.48,16.37,33.4,546.73,1.64,43.42,1259.13
PDGFC_PDGFRA,CESC,5.74,0.48,1.61,0.4,6.63,26.99,22.63,610.83,88.89,3.32,7.94,26.41,0.23,3.84,687.18
PDGFC_PDGFRA,CRC,0.82,1.07,25.55,0.1,3.08,3.72,9.99,37.18,4.21,23.89,33.15,792.06,2.89,89.72,882.82
PDGFC_PDGFRA,ESCA,1.95,1.24,15.82,0.58,11.68,4.07,7.67,31.23,7.49,12.73,25.04,318.75,3.79,76.45,416.93
PDGFC_PDGFRA,GBM,11.04,27.58,388.59,36.19,6.32,3.24,8.41,27.26,3.24,14.09,4.82,67.86,46.18,8.07,841.43
PDGFC_PDGFRA,HNSC,3.36,0.83,10.95,1.42,17.59,3.88,3.15,12.25,6.23,13.22,10.29,135.97,5.57,69.19,196.51
PDGFC_PDGFRA,KIRC,16.29,0.0,0.0,0.0,26.12,15.07,11.27,169.91,54.23,12.26,5.02,61.59,0.0,19.66,313.33
PDGFC_PDGFRA,KIRP,19.89,0.02,0.3,0.25,31.08,14.73,6.35,93.61,48.87,12.57,2.99,37.63,0.16,19.65,191.54
PDGFC_PDGFRA,LGG,11.92,99.88,702.44,58.85,3.2,3.24,8.41,27.26,1.35,7.03,5.43,38.2,34.72,1.89,2023.18
PDGFC_PDGFRA,LIHC,3.34,0.0,0.0,0.0,35.52,4.87,3.58,17.44,22.41,3.96,8.26,32.74,0.0,42.07,77.81
PDGFC_PDGFRA,LUAD,6.64,1.31,22.34,1.53,21.76,9.29,10.18,94.59,16.73,17.09,18.54,316.85,3.95,56.03,565.49
PDGFC_PDGFRA,LUSC,4.12,1.34,23.44,0.83,15.21,9.44,11.2,105.68,15.95,17.48,24.44,427.27,3.54,64.47,662.7
PDGFC_PDGFRA,MEDIAN,,,,0.49,11.37,,,,17.94,,,,2.04,,
PDGFC_PDGFRA,OV,9.53,0.49,9.68,0.2,10.91,13.27,116.48,1545.59,65.81,19.8,26.88,532.31,0.41,22.67,2348.45
PDGFC_PDGFRA,PAAD,2.64,0.6,30.89,0.05,4.26,24.54,16.76,411.28,11.75,51.4,56.59,2908.44,0.88,83.06,3501.49
PDGFC_PDGFRA,PRAD,0.83,0.22,6.33,0.06,2.22,15.9,3.61,57.41,19.16,28.65,7.99,229.01,2.11,76.44,299.59
PDGFC_PDGFRA,SKCM,1.75,0.57,2.23,1.71,28.39,1.21,1.29,1.56,2.67,3.91,9.48,37.07,3.82,63.41,58.47
PDGFC_PDGFRA,STAD,1.72,1.9,21.44,0.75,11.06,4.22,11.15,47.07,10.75,11.3,28.12,317.85,4.89,72.55,438.08
PDGFC_PDGFRA,THCA,17.86,0.0,0.0,0.0,40.14,11.25,3.16,35.56,25.03,15.5,3.19,49.49,0.0,34.83,142.08
PDGFC_PDGFRA,UCEC,8.27,0.96,12.75,1.21,10.94,18.44,24.09,444.25,68.23,13.35,8.61,114.96,1.96,17.66,651.08
PDGFD_PDGFRB,BLCA,1.24,1.69,3.39,0.63,26.52,4.72,20.49,96.74,28.96,2.01,71.26,143.22,1.02,42.88,334.03
PDGFD_PDGFRB,BRCA,2.31,12.11,116.59,1.43,9.43,20.53,41.8,858.21,43.83,9.63,80.04,770.53,5.95,39.36,1957.88
PDGFD_PDGFRB,CESC,0.59,2.39,3.71,0.34,4.69,6.61,52.4,346.43,81.85,1.55,33.45,51.83,0.88,12.25,423.24
PDGFD_PDGFRB,CRC,0.6,3.24,9.93,0.37,15.1,3.88,7.13,27.68,5.25,3.06,133.35,408.34,1.88,77.41,527.52
PDGFD_PDGFRB,ESCA,0.52,5.13,16.85,0.6,11.33,8.69,6.8,59.1,13.21,3.29,96.73,318.04,3.77,71.09,447.35
PDGFD_PDGFRB,GBM,1.91,13.91,85.33,8.69,14.46,1.05,7.44,7.82,2.56,6.13,23.15,142.01,27.89,46.41,306.0
PDGFD_PDGFRB,HNSC,0.25,3.99,4.47,1.34,16.46,0.79,3.39,2.68,3.57,1.12,48.81,54.69,5.94,72.69,75.23
PDGFD_PDGFRB,KIRC,20.58,8.81,161.5,3.11,48.73,5.97,19.49,116.4,1.99,18.33,138.22,2533.59,2.77,43.4,5837.27
PDGFD_PDGFRB,KIRP,8.47,1.59,3.98,5.69,42.11,4.9,18.33,89.72,38.03,2.51,11.73,29.46,1.69,12.49,235.93
PDGFD_PDGFRB,LGG,0.27,8.95,19.89,4.08,5.23,1.05,7.44,7.82,13.33,2.22,11.47,25.48,33.91,43.44,58.66
PDGFD_PDGFRB,LIHC,0.86,3.75,13.08,1.86,17.58,0.92,2.97,2.73,1.58,3.49,35.41,123.69,7.55,71.43,173.17
PDGFD_PDGFRB,LUAD,1.54,6.23,20.31,3.52,24.22,1.5,24.64,36.99,13.56,3.26,42.84,139.77,7.45,51.25,272.7
PDGFD_PDGFRB,LUSC,0.57,3.8,7.86,0.87,14.21,2.36,31.51,74.21,29.87,2.07,62.41,128.91,3.16,51.89,248.45
PDGFD_PDGFRB,MEDIAN,,,,1.39,15.78,,,,13.8,,,,4.08,,
PDGFD_PDGFRB,OV,1.23,3.22,20.98,0.13,2.45,27.8,92.11,2560.36,83.72,6.51,61.13,397.88,0.69,13.01,3058.13
PDGFD_PDGFRB,PAAD,1.18,5.77,120.87,0.15,4.05,14.63,63.21,924.85,20.84,20.94,153.15,3206.3,2.72,72.23,4438.78
PDGFD_PDGFRB,PRAD,0.5,3.14,24.14,0.42,4.41,7.13,11.43,81.51,21.58,7.68,33.05,253.89,6.39,67.2,377.8
PDGFD_PDGFRB,SKCM,3.56,5.3,13.97,7.42,45.63,2.91,6.74,19.62,7.71,2.64,32.59,85.88,5.49,33.75,254.48
PDGFD_PDGFRB,STAD,1.12,6.48,28.41,1.2,18.04,4.0,8.57,34.32,5.67,4.39,97.11,426.05,4.69,70.39,605.28
PDGFD_PDGFRB,THCA,9.79,5.1,19.68,11.11,50.53,6.37,9.89,63.01,14.04,3.86,23.18,89.52,4.38,19.94,448.9
PDGFD_PDGFRB,UCEC,2.29,3.63,7.82,1.75,18.32,6.13,47.48,291.12,61.11,2.15,38.03,81.85,1.64,17.18,476.38
PGF_FLT1,BLCA,8.08,4.13,40.75,18.42,21.27,4.59,4.67,21.44,11.84,9.86,4.77,47.04,22.5,25.97,181.14
PGF_FLT1,BRCA,2.2,4.81,54.19,4.38,7.86,5.03,12.07,60.73,25.11,11.27,8.63,97.32,22.41,40.24,241.86
PGF_FLT1,CESC,9.22,1.79,18.64,8.01,22.86,5.0,14.07,70.37,34.22,10.42,5.1,53.16,9.06,25.85,205.65
PGF_FLT1,CRC,2.54,1.88,23.52,2.07,14.47,1.92,2.69,5.17,2.24,12.48,13.14,164.0,10.19,71.03,230.89
PGF_FLT1,ESCA,4.24,2.42,24.08,4.58,24.92,0.6,4.94,2.97,1.32,9.94,13.19,131.0,10.74,58.43,224.19
PGF_FLT1,GBM,12.1,5.17,46.17,25.69,29.41,1.54,6.68,10.3,4.23,8.93,5.91,52.85,18.97,21.71,243.42
PGF_FLT1,HNSC,24.53,2.58,43.68,19.05,38.85,4.17,1.72,7.18,2.16,16.92,5.27,89.1,13.14,26.8,332.43
PGF_FLT1,KIRC,8.62,38.18,5819.86,1.58,3.75,2.79,18.85,52.61,0.25,152.42,90.53,13798.43,28.01,66.4,20780.15
PGF_FLT1,KIRP,0.95,1.78,9.7,1.91,5.27,3.07,14.92,45.87,51.69,5.44,4.92,26.81,10.92,30.21,88.74
PGF_FLT1,LGG,16.17,4.96,35.42,24.55,42.65,1.54,6.68,10.3,3.15,7.13,8.62,61.53,10.83,18.82,327.01
PGF_FLT1,LIHC,0.91,2.56,40.68,1.33,3.99,1.27,2.05,2.6,1.49,15.89,7.65,121.53,23.37,69.82,174.07
PGF_FLT1,LUAD,2.85,5.14,38.72,8.96,15.18,1.77,11.02,19.52,11.96,7.53,8.71,65.58,23.72,40.18,163.23
PGF_FLT1,LUSC,13.97,2.85,45.53,10.24,33.22,2.34,11.38,26.64,6.85,15.97,9.24,147.66,11.71,37.98,388.81
PGF_FLT1,MEDIAN,,,,8.33,16.68,,,,11.9,,,,14.98,,
PGF_FLT1,OV,1.73,1.36,7.21,5.14,16.29,2.49,2.36,5.88,12.86,5.31,4.3,22.85,15.77,49.94,45.75
PGF_FLT1,PAAD,2.6,4.1,81.16,2.51,6.94,10.72,7.38,79.14,18.61,19.79,11.36,224.79,19.08,52.86,425.27
PGF_FLT1,PRAD,0.4,2.14,12.3,0.92,3.35,6.08,5.27,32.05,34.44,5.74,7.8,44.73,13.22,48.06,93.06
PGF_FLT1,SKCM,12.7,3.08,61.97,11.21,20.12,27.11,2.44,66.18,18.98,20.14,5.53,111.29,17.77,31.92,348.68
PGF_FLT1,STAD,3.37,3.79,24.59,8.65,24.38,1.59,3.13,4.98,3.37,6.48,10.69,69.34,16.65,46.95,147.69
PGF_FLT1,THCA,57.55,29.69,391.32,47.25,13.34,66.07,13.97,923.07,25.53,13.18,8.38,110.5,10.82,3.06,3616.05
PGF_FLT1,UCEC,3.6,4.56,13.93,16.73,17.07,4.89,7.53,36.83,37.53,3.05,4.65,14.21,14.19,14.48,98.15
PGF_NRP1,BLCA,8.08,3.45,34.04,4.38,36.5,4.59,12.75,58.54,9.2,9.86,28.75,283.55,5.35,44.57,636.22
PGF_NRP1,BRCA,2.2,8.52,96.06,2.01,10.62,5.03,42.28,212.71,22.75,11.27,45.08,508.15,10.27,54.35,935.01
PGF_NRP1,CESC,9.22,4.31,44.9,7.95,27.42,5.0,24.61,123.08,24.64,10.42,14.86,154.86,8.99,31.0,499.48
PGF_NRP1,CRC,2.54,1.17,14.65,0.25,16.39,1.92,10.6,20.37,1.7,12.48,77.43,966.12,1.22,80.45,1200.95
PGF_NRP1,ESCA,4.24,5.37,53.4,4.37,25.33,0.6,5.89,3.54,0.68,9.94,31.14,309.38,10.25,59.37,521.07
PGF_NRP1,GBM,12.1,8.43,75.31,8.95,48.13,1.54,5.77,8.89,0.78,8.93,45.31,404.82,6.61,35.53,1139.35
PGF_NRP1,HNSC,24.53,4.12,69.79,6.94,51.16,4.17,6.33,26.42,1.81,16.92,30.38,514.11,4.79,35.29,1456.7
PGF_NRP1,KIRC,8.62,37.75,5753.99,0.83,4.51,2.79,42.2,117.79,0.3,152.42,205.03,31249.51,14.67,79.69,39213.52
PGF_NRP1,KIRP,0.95,30.09,163.81,5.49,6.67,3.07,30.86,94.83,18.19,5.44,36.59,199.21,31.43,38.22,521.24
PGF_NRP1,LGG,16.17,6.08,43.39,30.56,36.91,1.54,5.77,8.89,2.76,7.13,7.34,52.4,13.48,16.28,321.82
PGF_NRP1,LIHC,0.91,9.26,147.09,1.24,4.06,1.27,10.07,12.75,1.88,15.89,30.33,481.96,21.7,71.11,677.73
PGF_NRP1,LUAD,2.85,19.97,150.36,7.29,17.79,1.77,37.53,66.46,8.53,7.53,48.71,366.78,19.3,47.08,779.01
PGF_NRP1,LUSC,13.97,4.54,72.46,4.87,38.32,2.34,41.36,96.81,7.44,15.97,35.69,570.0,5.57,43.8,1301.28
PGF_NRP1,MEDIAN,,,,4.38,26.37,,,,8.87,,,,7.45,,
PGF_NRP1,OV,1.73,3.87,20.52,2.08,17.89,2.49,24.24,60.42,18.78,5.31,33.25,176.49,6.38,54.86,321.68
PGF_NRP1,PAAD,2.6,5.99,118.6,0.86,8.3,10.72,35.76,383.53,21.08,19.79,58.13,1150.53,6.52,63.24,1819.3
PGF_NRP1,PRAD,0.4,16.8,96.39,2.42,2.27,6.08,12.85,78.11,28.07,5.74,15.81,90.7,34.64,32.6,278.26
PGF_NRP1,SKCM,12.7,3.88,78.23,4.55,28.83,27.11,5.47,148.33,13.68,20.14,24.61,495.56,7.22,45.72,1083.91
PGF_NRP1,STAD,3.37,4.73,30.67,3.99,29.27,1.59,6.72,10.69,2.68,6.48,34.67,224.84,7.69,56.37,398.87
PGF_NRP1,THCA,57.55,15.32,201.98,20.26,36.11,66.07,20.24,1337.35,30.72,13.18,27.31,359.94,4.64,8.27,4352.86
PGF_NRP1,UCEC,3.6,4.32,13.2,3.4,31.9,4.89,32.58,159.36,34.77,3.05,40.63,124.02,2.88,27.06,458.35
PLAT_LRP1,BLCA,30.67,10.41,878.71,1.8,16.47,96.31,57.67,5554.33,31.39,84.44,95.04,8025.16,4.97,45.36,17691.98
PLAT_LRP1,BRCA,22.56,9.88,452.92,1.39,19.26,63.65,94.04,5985.47,37.37,45.83,136.78,6268.26,2.83,39.14,16014.67
PLAT_LRP1,CESC,11.17,20.37,2120.6,1.25,4.39,69.88,109.16,7628.3,41.78,104.12,71.86,7481.81,11.61,40.97,18260.42
PLAT_LRP1,CRC,6.3,24.43,1768.65,1.69,5.11,29.17,46.75,1363.73,14.99,72.39,73.86,5347.35,19.44,58.77,9098.73
PLAT_LRP1,ESCA,15.96,28.94,1142.19,8.58,17.34,13.57,39.49,535.99,9.96,39.46,58.5,2308.67,21.22,42.9,5382.04
PLAT_LRP1,GBM,44.95,91.23,1467.84,34.38,37.12,6.08,57.23,348.0,2.92,16.09,98.5,1584.74,12.3,13.28,11929.62
PLAT_LRP1,HNSC,20.05,24.71,638.52,13.9,26.38,14.1,19.82,279.41,7.84,25.84,46.91,1211.92,17.91,33.99,3566.04
PLAT_LRP1,KIRC,6.24,11.53,363.72,1.55,12.31,56.98,13.15,749.56,16.12,31.55,91.64,2891.55,7.82,62.2,4648.92
PLAT_LRP1,KIRP,3.4,11.98,107.93,2.45,13.52,50.71,13.7,694.98,41.72,9.01,66.22,596.78,6.48,35.83,1665.65
PLAT_LRP1,LGG,1.94,88.26,1767.83,3.67,4.49,6.08,57.23,348.0,7.47,20.03,107.96,2162.54,37.95,46.43,4658.08
PLAT_LRP1,LIHC,0.49,61.8,1337.16,1.0,1.14,1.87,60.16,112.53,3.7,21.64,70.59,1527.25,43.96,50.2,3042.04
PLAT_LRP1,LUAD,7.9,13.39,722.1,1.54,9.2,15.25,71.22,1086.11,15.85,53.95,79.82,4306.32,10.54,62.86,6850.59
PLAT_LRP1,LUSC,15.23,19.11,1183.87,3.29,12.8,19.78,82.48,1631.6,18.44,61.97,74.38,4609.32,13.38,52.09,8848.44
PLAT_LRP1,MEDIAN,,,,2.26,13.33,,,,15.99,,,,11.15,,
PLAT_LRP1,OV,20.96,9.63,367.46,1.68,27.57,11.6,181.67,2108.25,17.51,38.15,158.35,6041.5,3.05,50.19,12037.68
PLAT_LRP1,PAAD,63.92,19.12,2558.4,3.25,24.91,71.21,68.24,4859.51,12.91,133.77,146.77,19633.9,6.79,52.14,37655.06
PLAT_LRP1,PRAD,6.61,11.14,479.11,2.07,9.09,26.68,21.57,575.61,16.2,43.01,48.88,2102.4,13.48,59.16,3553.92
PLAT_LRP1,SKCM,81.56,23.74,1273.54,16.24,38.13,64.31,18.3,1177.08,9.87,53.64,55.76,2991.2,10.68,25.08,11926.0
PLAT_LRP1,STAD,9.94,17.2,652.87,3.89,13.14,23.86,32.99,787.32,17.93,37.96,58.03,2202.98,14.87,50.17,4391.09
PLAT_LRP1,THCA,7.52,6.97,127.21,3.59,21.89,9.44,19.5,184.11,12.62,18.26,42.49,776.07,8.72,53.19,1459.11
PLAT_LRP1,UCEC,4.87,14.91,340.25,1.35,2.99,58.74,69.09,4058.46,75.37,22.82,32.98,752.76,6.32,13.98,5384.93
PLAU_LRP1,BLCA,13.34,10.41,2709.65,0.47,4.26,15.37,57.67,886.43,2.98,260.4,95.04,24747.05,9.11,83.18,29749.44
PLAU_LRP1,BRCA,12.99,9.88,768.29,0.87,12.0,16.04,94.04,1508.39,10.18,77.74,136.78,10632.92,5.19,71.77,14815.4
PLAU_LRP1,CESC,23.21,20.37,2628.11,3.18,11.21,7.67,109.16,837.39,5.63,129.04,71.86,9272.38,17.66,62.32,14878.05
PLAU_LRP1,CRC,8.11,24.43,3276.2,1.39,4.2,6.0,46.75,280.55,1.97,134.1,73.86,9905.27,22.98,69.47,14259.03
PLAU_LRP1,ESCA,22.88,28.94,1899.87,8.41,17.0,3.38,39.49,133.53,1.7,65.64,58.5,3840.12,24.13,48.77,7874.13
PLAU_LRP1,GBM,6.54,91.23,5432.67,4.74,5.12,0.8,57.23,45.84,0.36,59.55,98.5,5865.35,43.17,46.6,12585.53
PLAU_LRP1,HNSC,60.61,24.71,4059.03,9.17,17.4,11.99,19.82,237.6,1.45,164.24,46.91,7704.1,24.84,47.14,16341.48
PLAU_LRP1,KIRC,3.26,11.53,602.76,0.58,4.61,57.34,13.15,754.28,11.63,52.29,91.64,4792.0,9.29,73.89,6485.54
PLAU_LRP1,KIRP,11.77,11.98,547.45,2.59,14.33,68.86,13.7,943.71,17.35,45.71,66.22,3026.96,10.07,55.66,5438.21
PLAU_LRP1,LGG,0.67,88.26,745.71,3.23,3.96,0.8,57.23,45.84,2.5,8.45,107.96,912.21,40.62,49.69,1835.76
PLAU_LRP1,LIHC,0.49,61.8,1044.66,1.27,1.45,0.9,60.16,53.88,2.29,16.9,70.59,1193.17,44.34,50.65,2355.95
PLAU_LRP1,LUAD,7.14,13.39,2336.46,0.54,3.21,11.91,71.22,848.27,4.77,174.56,79.82,13933.76,13.14,78.35,17784.36
PLAU_LRP1,LUSC,27.88,19.11,3452.04,2.59,10.06,13.4,82.48,1105.11,5.36,180.69,74.38,13440.24,16.75,65.23,20603.71
PLAU_LRP1,MEDIAN,,,,1.33,4.43,,,,4.13,,,,15.85,,
PLAU_LRP1,OV,4.19,9.63,2444.49,0.09,1.53,0.79,181.67,142.76,0.33,253.8,158.35,40189.89,5.62,92.43,43480.56
PLAU_LRP1,PAAD,8.97,19.12,3739.19,0.44,3.37,74.61,68.24,5091.6,13.05,195.52,146.77,28695.63,9.58,73.55,39013.7
PLAU_LRP1,PRAD,0.59,11.14,139.61,0.69,3.02,7.49,21.57,161.51,17.02,12.53,48.88,612.61,14.71,64.56,948.96
PLAU_LRP1,SKCM,2.34,23.74,1454.82,1.06,2.49,10.0,18.3,183.05,3.49,61.28,55.76,3416.97,27.76,65.2,5240.82
PLAU_LRP1,STAD,15.16,17.2,592.55,6.58,22.2,6.97,32.99,229.97,5.8,34.46,58.03,1999.43,14.95,50.46,3962.38
PLAU_LRP1,THCA,1.57,6.97,3043.16,0.05,0.31,6.06,19.5,118.2,0.54,436.91,42.49,18565.59,13.96,85.15,21804.67
PLAU_LRP1,UCEC,5.72,14.91,900.99,2.15,4.76,11.54,69.09,797.36,20.11,60.43,32.98,1993.29,22.72,50.26,3965.75
PLAU_PLAUR,BLCA,13.34,6.83,1779.06,0.22,4.58,15.37,41.74,641.59,1.54,260.4,143.09,37259.55,4.27,89.39,41679.72
PLAU_PLAUR,BRCA,12.99,11.17,868.7,2.45,11.62,16.04,6.61,106.05,1.79,77.74,53.01,4120.77,14.65,69.5,5929.54
PLAU_PLAUR,CESC,23.21,35.96,4639.93,4.53,10.65,7.67,9.97,76.49,0.41,129.04,84.6,10917.16,25.17,59.23,18431.34
PLAU_PLAUR,CRC,8.11,21.94,2942.2,0.68,4.98,6.0,30.46,182.8,0.7,134.1,160.7,21550.48,11.25,82.39,26156.42
PLAU_PLAUR,ESCA,22.88,27.35,1795.52,8.23,17.53,3.38,7.5,25.36,0.33,65.64,58.31,3827.68,23.6,50.31,7608.47
PLAU_PLAUR,GBM,6.54,7.35,437.55,0.6,9.3,0.8,3.3,2.64,0.03,59.55,114.47,6816.55,5.43,84.64,8053.97
PLAU_PLAUR,HNSC,60.61,22.58,3707.97,6.11,20.7,11.99,10.08,120.87,0.54,164.24,76.48,12561.33,16.56,56.09,22393.77
PLAU_PLAUR,KIRC,3.26,3.6,188.46,0.48,4.8,57.34,4.33,248.17,10.06,52.29,36.32,1899.21,7.64,77.01,2466.05
PLAU_PLAUR,KIRP,11.77,2.51,114.83,0.67,18.54,68.86,3.92,269.99,6.13,45.71,69.4,3172.36,2.61,72.04,4403.33
PLAU_PLAUR,LGG,0.67,1.09,9.19,0.55,6.68,0.8,3.3,2.64,1.99,8.45,13.16,111.2,6.93,83.85,132.63
PLAU_PLAUR,LIHC,0.49,0.42,7.04,0.04,2.73,0.9,3.15,2.82,0.62,16.9,25.55,431.85,1.55,95.06,454.31
PLAU_PLAUR,LUAD,7.14,18.26,3187.1,0.51,3.34,11.91,46.16,549.8,2.13,174.56,120.84,21092.88,12.34,81.68,25823.45
PLAU_PLAUR,LUSC,27.88,13.01,2349.87,1.27,11.76,13.4,54.48,729.93,2.55,180.69,120.73,21815.07,8.21,76.21,28623.28
PLAU_PLAUR,MEDIAN,,,,0.63,5.83,,,,1.75,,,,7.93,,
PLAU_PLAUR,OV,4.19,10.39,2637.75,0.12,1.5,0.79,9.72,7.64,0.02,253.8,131.56,33389.39,7.2,91.16,36629.19
PLAU_PLAUR,PAAD,8.97,37.35,7301.7,1.02,2.95,74.61,42.1,3141.03,9.57,195.52,107.88,21092.29,22.24,64.23,32837.02
PLAU_PLAUR,PRAD,0.59,1.23,15.4,0.32,3.39,7.49,5.09,38.07,17.09,12.53,12.85,161.01,6.91,72.29,222.74
PLAU_PLAUR,SKCM,2.34,8.07,494.3,0.24,3.29,10.0,30.3,303.04,3.9,61.28,109.19,6690.95,6.37,86.19,7762.59
PLAU_PLAUR,STAD,15.16,32.32,1113.56,9.52,20.25,6.97,19.03,132.62,2.58,34.46,68.77,2369.55,21.63,46.03,5148.24
PLAU_PLAUR,THCA,1.57,0.42,182.95,0.0,0.36,6.06,3.45,20.92,0.05,436.91,104.32,45577.61,0.4,99.2,45946.07
PLAU_PLAUR,UCEC,5.72,13.05,788.39,1.04,7.46,11.54,10.67,123.15,1.72,60.43,93.34,5640.66,11.01,78.77,7161.1
PODXL2_SELL,BLCA,35.72,1.6,6.43,7.77,79.99,3.42,5.06,17.31,2.36,4.02,16.44,66.16,0.88,9.01,734.31
PODXL2_SELL,BRCA,29.75,0.09,0.68,0.19,79.35,6.38,2.21,14.11,0.95,7.3,39.52,288.52,0.05,19.47,1481.99
PODXL2_SELL,CESC,34.96,0.0,0.0,0.0,75.13,2.74,1.66,4.55,0.5,11.34,19.69,223.3,0.0,24.37,916.17
PODXL2_SELL,CRC,34.79,0.0,0.0,0.0,74.67,8.56,3.52,30.15,3.89,9.99,16.64,166.22,0.0,21.44,775.16
PODXL2_SELL,ESCA,13.93,0.0,0.0,0.0,71.19,7.61,0.6,4.57,1.7,5.3,13.76,72.98,0.0,27.11,269.2
PODXL2_SELL,GBM,67.47,0.99,4.37,3.47,87.51,55.97,1.05,58.82,3.06,4.42,24.93,110.17,0.23,5.73,1921.72
PODXL2_SELL,HNSC,15.74,0.0,0.0,0.0,93.11,3.53,1.08,3.82,1.5,0.91,15.03,13.68,0.0,5.38,254.14
