sample,ILC_LumA_T,IDC_LumB_T,IDC_LumA_T,IDC_Basal_T,IDC_Her2_T
SETBP1,2.004,0.8686,1.7954,0.4761,0.5614
SNRPB2,5.2694,5.9354,5.5514,5.7856,5.7472
SIX1,3.168,3.6658,2.649,1.7744,3.3446
CD1D,0.0786,-1.1172,-0.7108,-0.5332,-0.5438
HIF1A,4.5559,4.9468,4.693,5.2758,5.7278
TBC1D4,2.9337,2.3536,2.7551,3.3047,2.6313
NDUFB1,7.581,7.7317,7.556,7.2031,7.6913
TOP1MT,3.9041,4.0428,3.7576,4.8279,3.4803
NAT2,-1.5105,-2.3147,-2.1779,-4.035,-1.3183
SLC22A4,1.1414,0.6921,0.8163,-0.5756,0.2702
C1orf167,0.0214,-2.114,-0.1746,-3.6259,-1.869
IQCK,4.195,4.0107,4.3916,3.1653,3.5736
SSX2,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
NUAK2,1.8222,1.6138,1.595,1.0222,1.2084
RPS5,9.7505,9.423,9.5304,9.4073,9.3612
GJA1,5.6336,5.4374,6.2492,4.7448,4.7386
ZNF827,2.6392,2.3801,2.3967,1.8524,2.1814
BLOC1S4,3.19,3.2049,3.2684,3.0145,2.9646
CELA3B,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
FAM229B,3.7704,3.4634,3.7502,3.5935,3.221
DMXL2,3.0532,3.1359,2.8552,2.8381,2.8014
SLC5A9,-2.5069,-4.035,-3.458,-2.9324,-3.816
CHRNA7,-2.2797,-3.458,-2.9324,-1.7809,-2.8262
DSEL,0.4286,-0.276,0.2998,-0.6193,-0.8998
RNASE1,6.772,6.7918,6.5179,7.1773,6.9742
OR10K2,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
AZIN1,5.5333,6.5488,5.976,6.0841,5.9812
MOGS,4.5856,4.5148,4.4476,5.1014,4.6502
KPRP,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
CHRM5,-4.035,-4.6082,-4.2934,-4.2934,-4.2934
IQCF1,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
WBSCR28,-2.6349,-1.5522,-2.114,-2.2447,-3.3076
SPSB2,2.6531,2.3365,2.3106,2.4008,2.4844
CLINT1,4.804,5.0575,4.9598,4.7027,4.9126
OSBPL10,2.6509,2.5948,2.6007,2.1345,2.689
GMCL1,3.1596,3.2389,3.0842,3.0145,3.0926
LVRN,-2.114,-3.458,-3.3076,-3.458,-3.3076
PPEF2,-6.5064,-9.9658,-6.5064,-6.5064,-6.5064
SVIP,3.9654,4.2998,4.1269,4.0833,3.7644
CLCN7,5.1607,5.139,5.1809,4.6566,4.8183
PEX13,3.4184,3.7083,3.5718,3.9892,3.8738
PHPT1,6.4664,6.051,6.1812,5.392,5.8339
NDST1,4.9341,4.1978,4.554,3.9393,4.2621
C1orf127,-2.0541,-2.3166,-2.5914,-2.9324,-1.4502
PITPNM1,2.6962,2.242,2.4008,2.651,3.0428
LRRC74A,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658
ZNF563,1.1016,1.0642,1.1992,0.1124,0.532
OR13C2,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
KLF10,4.5129,4.6212,4.6396,4.2736,4.2319
EXOC3,4.766,4.4553,4.4512,4.4216,4.4019
F8,2.5864,2.3062,2.5755,2.3788,1.8138
SDHA,5.748,5.8039,5.6477,5.8677,6.1448
FRS2,3.7275,4.0406,3.9983,2.5536,3.1027
CD70,-1.1488,-1.5951,-1.133,-0.0725,-0.6193
KRTAP4-7,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
MRPL12,5.228,5.6318,5.3718,6.1467,5.5612
TLE4,2.2828,1.1802,1.6898,2.5511,1.7356
ITM2A,4.576,2.7872,3.4634,2.828,3.1151
ATOX1,7.2252,7.3104,7.1552,6.8525,7.4474
CCDC124,5.7,5.4334,5.3078,5.7554,5.5456
DPP7,6.691,5.9963,6.2659,5.7991,5.9478
FAM129C,-2.3147,-3.816,-3.1714,-2.9324,-2.9896
RRP1,3.7486,3.8822,3.6652,4.7426,4.0296
SLC22A7,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658
METTL13,4.7258,4.6396,4.5528,4.9828,4.5047
CAT,5.5233,5.0814,5.2234,4.8798,4.7722
GTF2A1,3.1986,3.3098,3.3745,2.8422,3.29
ALG3,4.7918,5.3897,4.9034,5.6952,5.4145
IFNA8,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
GOT1L1,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
ANO9,2.4595,2.3967,2.4504,2.1988,1.4624
TMEM62,4.3886,4.4293,4.3573,3.2826,4.6631
CCDC117,3.4894,4.1512,3.8012,3.4583,3.8162
CDK16,5.5795,5.861,5.6662,6.3463,5.9232
TAF1L,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
DRD1,-4.2934,-6.5064,-5.0116,-6.5064,-5.0116
TARDBP,6.6844,6.8509,6.7581,6.9021,6.809
TPD52,6.7364,7.7234,7.1386,6.8397,7.1674
TSC22D4,4.7573,4.3242,4.4559,4.9556,4.2556
CIB3,-0.3753,0.0014,-0.4721,-4.035,-1.3094
GMEB2,2.6895,2.6951,2.52,2.753,2.5283
RAB1B,7.0542,7.0222,7.1202,6.7137,7.3183
PFDN6,5.787,6.0894,5.9289,6.4745,6.1073
RPS29,11.37,11.2284,11.1781,11.3563,11.157
TSPY8,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
SLC35D2,3.9534,3.5688,3.7851,3.8044,3.3378
ZNF658,0.8081,0.2338,0.6378,0.4233,0.1388
ACHE,-1.3744,-2.3884,-1.685,-0.9686,-0.8608
MDGA2,-9.9658,-9.9658,-9.9658,-3.6259,-5.0116
FZD7,3.579,2.7084,3.3017,4.2914,2.6778
CYSLTR1,1.3369,0.3685,0.9605,-0.0725,0.8204
PERM1,0.6468,-0.0204,0.45,0.6969,0.1254
DNM1L,4.3288,4.6591,4.5107,4.7746,4.4503
PLAC1,-0.4228,0.2642,-0.0956,-2.114,-0.225
ZNF729,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
KLHL11,0.4014,0.537,0.7916,-0.2328,-0.0575
NHSL1,1.1316,1.0292,0.8922,2.1638,1.7658
KNCN,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
ARSF,-6.5064,-9.9658,-6.5064,-5.5735,-6.5064
MMP16,0.4282,-0.4326,0.294,-1.5951,-0.9834
ADCYAP1,-1.685,-4.035,-2.9324,-2.6349,-3.816
MUC4,-3.542,-4.035,-3.3076,-3.0469,-3.6259
C20orf173,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
DAZ3,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
CTH,0.9862,0.8204,1.0915,0.679,0.732
CELF5,-2.2447,-2.3884,-2.3516,-2.5479,-2.7176
AIDA,5.3152,5.3867,5.2852,5.3345,5.1367
ZBTB25,1.6785,1.8363,1.6327,1.0779,1.4438
CEP164,2.8053,2.4779,2.6545,2.7636,2.4184
UTP3,4.0492,4.0998,4.0778,3.9012,3.9933
OPRM1,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
LAGE3,5.5042,5.7427,5.1863,5.7637,5.8062
MAP3K4,3.1948,2.9719,3.1426,3.074,2.827
URB1,2.1247,1.913,2.1214,2.2299,2.348
BRK1,7.2155,7.1687,7.1276,7.0891,7.093
RBP1,5.0966,4.3836,4.9395,6.119,4.5258
TMEM130,-0.0801,-1.1811,-0.5023,-1.2142,-0.9546
APBB2,4.6477,4.6068,4.84,2.9243,3.7233
TDRD7,2.6872,2.9061,2.8422,2.4412,2.2946
JCHAIN,6.9996,4.98,5.6961,6.0609,6.5535
GATB,3.3717,3.4628,3.4384,3.1669,3.2397
EARS2,4.0714,4.4925,4.4068,3.834,4.033
UQCR10,6.4832,6.6474,6.3866,6.6166,6.9384
C16orf52,2.515,2.5011,2.6043,2.108,1.9449
AURKB,2.1924,3.7217,2.3967,4.7893,3.7686
ACSBG2,-3.0469,-3.458,-3.3076,-4.035,-4.2934
FAM131C,-3.458,-2.5914,-3.458,-0.4719,-3.1714
CYP2F1,-6.04,-5.2926,-6.5064,-5.5735,-6.5064
GRSF1,5.4937,5.9533,5.7182,5.8468,5.8145
IRF2,4.4813,4.2212,4.3706,4.1343,4.0264
SLC22A8,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
ZCWPW1,1.818,1.5266,1.6718,1.3679,1.3397
MCRIP1,6.0387,5.7781,5.7954,6.2273,5.7754
CCNI2,1.2424,0.4392,0.5714,0.2762,0.2582
MAP2K2,6.096,5.8208,5.9156,6.1285,5.8864
CACNA1H,0.9568,2.2127,1.2932,-0.9971,0.7492
UBA7,4.4387,3.8713,3.9992,3.6324,3.521
MSRB3,3.5237,2.461,3.4371,2.3193,2.6498
SLFN12,1.7444,0.9715,1.4626,1.4065,0.9895
RS1,-6.5064,-9.9658,-9.9658,-6.5064,-6.5064
TMEM174,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
VPS53,2.6918,2.7868,2.792,2.7679,2.7346
MIXL1,-2.9324,-3.3076,-3.458,-2.1779,-2.6811
TRIM64,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
HRNR,-5.0116,-5.5735,-5.5735,-5.5735,-6.5064
CERCAM,5.4036,5.0304,5.1876,4.3786,4.8073
BCL9L,4.3278,4.301,4.3428,4.2736,4.2662
OR8U1,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
ENTPD1,3.7072,3.1548,3.5399,2.8641,3.379
GABARAPL1,4.5859,4.0782,4.5218,4.5705,4.3782
EPC1,3.8516,3.5262,3.6771,3.836,3.4926
SLC2A14,-4.2934,-4.035,-4.2934,-0.7108,-3.6259
ZFAND4,2.4857,2.4532,2.3593,1.5165,1.774
USP17L10,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
PDPN,3.268,2.8482,3.4726,2.9148,3.4232
MMP9,3.678,4.4138,4.2912,5.3723,4.867
EPGN,-3.3076,-4.1642,-3.6259,-3.816,-1.133
GJB7,-6.5064,-5.5735,-6.5064,-4.035,-5.0116
MREG,4.3071,4.4466,4.3198,2.8819,3.6466
APPL1,3.8924,3.8084,3.9374,3.6089,3.2965
RGPD1,-0.482,-1.4722,-1.041,0.1124,0.9248
ZNF268,2.5863,2.7497,2.7583,2.183,2.6951
HADHA,6.3758,6.2347,6.3048,6.3402,6.2011
GPRIN1,0.2153,1.125,0.6002,1.4281,1.374
OR4K1,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
ZNF705D,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
MED24,5.0854,5.0468,4.9989,4.8958,5.035
PRSS57,-5.5735,-9.9658,-6.5064,-9.9658,-9.9658
COL22A1,-1.2146,-1.3183,-0.462,2.6302,-0.5447
FRG2,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
ZAR1,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
TMEM159,4.8602,4.7658,4.9305,4.8949,4.9938
NRG3,-3.816,-3.816,-3.542,-3.458,-3.0469
CSRP2,3.7373,2.9756,3.3471,5.2758,3.6406
HPGD,0.4656,0.0922,0.8446,-0.6416,0.6455
H3F3A,9.7079,9.625,9.5791,9.7027,9.564
H1FOO,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
ZNF317,3.603,3.5249,3.5657,3.5935,3.4984
STBD1,1.1642,0.8766,1.0151,0.4865,0.9074
T,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658
CIDEB,2.6951,1.7574,2.4439,2.9802,2.0426
GVQW2,-2.5479,-2.5479,-2.8262,-2.3884,-2.3884
H3F3B,9.1553,9.3446,9.2206,9.3538,9.1132
TCN2,3.7458,3.0489,3.1344,3.8441,3.3256
ZFPM1,0.9153,0.8608,0.8246,-0.2328,0.4498
SLC17A5,3.311,3.149,3.1612,3.3206,3.0
SPATA4,-1.1175,-2.1779,-0.9974,-4.6082,-3.9255
PPP2R2B,-0.7711,-2.3884,-1.5951,-1.1811,-1.7132
UQCC3,3.1963,3.1393,2.9947,3.3787,3.041
BTG2,7.4197,5.8183,6.4527,4.5934,5.0228
ODF3L1,-2.1779,-3.3076,-2.5479,-2.9324,-3.1092
QRSL1,2.4158,2.5175,2.3967,2.9375,2.705
HTR6,-6.5064,-6.5064,-6.5064,-4.2934,-5.5735
LUC7L3,5.8383,6.0919,5.8712,5.6744,5.6979
PDE6C,-4.2934,-5.0116,-5.0116,-5.0116,-5.0116
SHCBP1,0.5859,2.2633,1.2116,2.6624,2.5137
COIL,3.303,3.7016,3.4497,3.242,3.4012
RGR,-5.0116,-9.9658,-9.9658,-1.0862,-9.9658
EDDM3A,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735
ZNF789,2.5188,2.2633,2.1264,2.561,1.947
PARPBP,1.1446,2.3077,1.2455,2.299,2.0732
KPNB1,6.4056,6.9803,6.6806,6.6935,6.4713
PCMTD2,4.4903,4.554,4.5245,3.9156,3.9812
TEKT3,0.0989,-1.3005,-0.2413,-1.4305,-1.6172
FUT11,3.3731,3.3626,3.5016,3.0181,3.3096
ZRANB3,0.8766,1.2364,1.0258,0.7233,1.0608
ANKRD20A3,-4.6082,-5.0116,-5.0116,-4.6082,-5.5735
SASH3,2.9156,2.2436,2.2082,2.7487,2.6038
FAM219B,4.1206,3.8012,4.0251,3.5754,3.6538
POSTN,8.6825,8.2542,8.7856,7.1804,8.3502
NADSYN1,4.4512,4.313,4.4761,4.1563,4.3303
FAR2,2.0022,2.7752,2.394,2.3048,2.9971
TMPRSS11F,-9.9658,-9.9658,-9.9658,-9.9658,-8.2361
HECTD1,5.2371,5.5024,5.4407,4.9996,5.3664
NAA60,5.2122,5.1996,5.2429,4.6271,4.91
C17orf98,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
VPS16,4.3806,4.2958,4.24,3.9431,4.1588
ALKBH5,5.2644,5.2918,5.2978,5.2358,5.166
OR2A1,-3.0469,-4.2934,-3.816,-4.2934,-4.6082
NGEF,1.595,1.3105,1.2815,1.9822,1.4169
ZAN,-5.2926,-6.5064,-6.5064,-9.9658,-9.9658
COL11A2,-2.2113,-3.1714,-3.0469,-0.394,-2.3903
TANGO6,1.4362,1.5806,1.46,1.3283,1.5514
PCYT1A,3.9902,4.2925,4.1875,4.1203,4.3252
C16orf59,1.7053,2.2857,1.5902,2.4225,2.2576
CCNDBP1,5.0666,4.5308,4.957,4.1351,4.3589
C1orf53,1.6558,1.5854,1.6942,1.6604,1.473
PTGES2,4.8718,5.0173,4.8069,5.1416,4.951
ZNF319,1.3762,1.0538,1.2302,1.5216,1.473
OTOP3,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064
HSFX2,-1.2654,-2.4681,-2.1154,-2.7274,-2.2463
WDHD1,1.5636,2.4959,1.7338,2.5313,2.2916
ZNF330,4.1002,4.1696,4.1334,3.9194,3.8446
FRMPD4,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064
PPP1R1B,5.2492,1.496,3.5754,5.1831,5.1984
MAGEA9B,-9.9658,-8.2361,-9.9658,-9.9658,-6.5064
TAGLN3,-5.0116,-5.5735,-6.5064,-2.9324,-5.759
CHST14,3.8294,3.4971,3.7534,3.5374,3.2259
OLIG2,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658
GLB1,5.0246,5.1406,4.953,5.0431,5.2992
SSSCA1,5.2879,5.1771,5.1658,5.31,5.3599
SACS,0.517,0.0577,0.3685,1.2636,-0.0278
TPT1,11.9371,11.174,11.8186,11.3918,11.5632
SWSAP1,1.5341,1.4468,1.4468,0.7664,1.7358
MLX,4.404,4.6759,4.436,4.5243,4.3075
TMEM199,3.8064,4.1412,3.8949,3.4007,3.7587
JPH1,-0.0425,1.1016,0.3629,1.2271,-0.0954
CDHR1,-2.3884,-4.035,-3.3076,-2.3147,-2.9366
HSH2D,2.1008,3.5236,3.1676,1.595,2.5368
CDKL3,0.8961,1.0043,0.953,0.1388,0.4447
MYO15B,4.2233,3.3688,3.4881,2.6624,2.8101
TUBA3D,1.1604,0.0155,1.0219,-3.6259,-2.5914
NTRK3,0.4604,-1.9379,-0.4325,-0.5756,-2.3884
MEI4,-5.5735,-6.5064,-6.5064,-6.5064,-6.04
FAM161A,0.2277,0.532,0.1966,0.4865,0.3056
CD19,-1.3005,-2.4659,-2.3884,-0.9132,-0.759
ZBTB10,1.9092,2.7689,2.4805,2.6602,2.3882
CWH43,-3.458,-5.5735,-3.6259,-1.5105,-3.542
GPX3,5.8428,4.1614,4.3851,4.7247,4.335
RPS16,10.3127,9.9868,10.0554,10.7151,10.0179
ASAP1,3.5657,3.8939,3.5893,3.8925,3.6537
SAP25,-0.0649,-1.2481,-1.3188,-0.5125,-0.9028
MOG,-9.9658,-9.9658,-9.9658,-4.035,-9.9658
ARHGAP15,2.5125,1.7891,1.9015,2.0946,1.9674
SOD2,6.2092,6.163,6.1974,7.6132,6.4914
TTC36,1.9738,1.436,2.1654,-3.6259,0.1883
LASP1,6.5197,6.3858,6.7219,5.6874,6.6174
RAB23,2.6555,2.7888,2.8945,3.208,2.6726
RPL39,11.2198,11.1681,11.0591,11.6001,11.1477
EFCAB13,0.1057,-0.0501,-0.2498,-0.6193,-0.6304
ABHD15,2.5049,2.6579,2.6066,1.6964,2.532
MAGEC1,-9.9658,-6.5064,-9.9658,-9.9658,-4.2934
BRIX1,4.3927,4.8886,4.5126,5.1938,4.8988
NIPAL4,-3.2395,-4.035,-3.1714,-1.9379,-3.0469
RMDN2,1.46,0.9114,1.2576,0.679,0.7703
RASD1,3.5287,1.7574,2.5486,2.2842,2.5228
MRAP,-0.0059,-5.5735,-2.5914,-4.6082,-5.2926
SH3BGRL,7.6164,7.432,7.6394,5.9232,6.8542
ACSM5,0.2088,-0.9406,-0.5973,-1.8314,-0.9012
POLR3E,4.602,4.6506,4.7821,4.287,4.2758
NOS3,2.2798,1.3426,1.621,1.9601,1.83
LECT2,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
FAM209B,-2.3903,-2.114,-2.5479,-2.7274,-1.8314
SFTPA1,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
SEBOX,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
DEFB112,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
PPM1F,2.9966,2.0638,2.3208,2.8361,2.328
SSUH2,-0.9828,-1.4705,-1.2142,-1.9379,-1.2142
ROR2,2.8402,2.2945,2.6487,1.5806,1.7424
GPR26,-6.5064,-6.5064,-6.5064,-6.5064,-6.5064
SERPINE2,4.2932,3.3527,3.97,5.2958,3.7877
CALU,5.9312,6.2223,6.1414,6.8445,6.2182
SPG20,4.1273,3.7602,4.1481,4.2526,3.1095
EVPLL,-2.3884,-4.035,-3.0469,-4.6082,-4.035
MYBPC2,-3.721,-5.5735,-4.2934,-3.0469,-4.035
C16orf72,3.9626,4.2464,4.2597,3.5249,4.0876
PIEZO2,1.1704,0.8286,1.3283,-0.6416,0.0225
FGF9,-3.458,-5.5735,-4.6082,-2.7274,-5.5735
RFFL,3.3766,3.2988,3.3083,2.9637,3.2228
KLHL38,-1.2142,-1.041,-0.8339,-0.5125,-1.6858
VPS8,3.4926,3.7438,3.6048,3.2572,3.4726
SPINK8,0.5419,-0.4721,0.037,-4.035,3.5202
MAP3K10,2.3463,2.0499,1.9768,2.2872,1.5089
SEC14L5,-4.035,-5.0116,-4.035,-3.6259,-4.035
WDR83OS,7.64,7.3076,7.4976,7.3678,7.3292
PITX3,-4.8099,-6.5064,-5.0116,-5.5735,-5.5735
UTP11,4.1376,4.3548,4.3534,4.9412,4.5678
ATP6V1G3,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
RGS3,4.8592,4.4526,4.5245,4.4122,4.7189
ADAM17,3.1474,3.2848,3.1994,3.8259,3.4248
CWC15,4.9526,5.0018,4.9582,5.4407,5.0512
SLC35E4,0.2642,0.3346,0.2029,0.6425,0.6562
HIST1H4G,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
IL1F10,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
KCNJ10,-3.0469,-2.8262,-3.6259,-1.9942,-2.6811
PPTC7,2.6066,2.7018,2.6579,2.6487,2.4882
DUSP10,3.1661,3.4116,3.1458,2.3843,4.0588
RSPO2,-6.5064,-6.5064,-6.5064,-5.0116,-6.5064
HPSE2,-2.114,-5.0116,-3.6259,-4.2934,-3.6259
WFDC10A,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
GPBAR1,-1.165,-1.9108,-1.9942,-1.7809,-1.7809
LHX6,1.2816,0.1189,0.3115,0.547,-0.0806
DHDH,-0.8601,-0.7959,-1.071,0.0854,-0.8866
COPS4,4.6445,4.8485,4.7882,4.2714,4.5487
REEP1,2.6772,2.2704,2.6928,-0.6416,2.5234
MIOX,-4.2934,-4.035,-4.2934,-2.9324,-3.3828
OR10G2,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
BMP15,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
WRNIP1,4.9014,5.1374,5.0128,5.5482,5.0547
SPAG6,-2.7306,-4.035,-3.721,-4.2934,-4.1642
USH2A,-6.5064,-6.5064,-6.5064,-6.5064,-6.5064
ZNF19,1.4599,1.1544,1.6535,0.4233,1.0463
TMEM100,0.7829,-1.966,-0.7227,-0.9686,-1.8322
CISD1,4.0449,4.5898,4.23,4.7437,4.616
AADACL4,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
RNF212,0.8568,-1.071,0.3056,-0.7346,-0.6083
GRK5,2.5924,1.6512,1.962,2.1444,1.7848
ALG9,3.7231,3.8704,3.7909,3.9118,3.7072
SHOX,-8.2361,-9.9658,-9.9658,-9.9658,-9.9658
CEACAM20,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658
BUB3,5.979,6.4487,6.2175,5.8182,6.1126
C5orf52,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
PLEKHB2,4.931,5.1104,5.0577,4.6759,4.8868
USP17L24,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
KRTAP3-2,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
EMB,3.0437,2.9765,3.2995,2.4908,2.6806
SERPINA10,-6.5064,-6.5064,-5.5735,-9.9658,-9.9658
GNA14,1.0433,0.1257,1.0847,-1.3921,1.3474
RBBP5,3.3661,3.5559,3.3061,3.3787,3.3254
GPR34,2.3292,1.6302,1.962,0.9115,1.4691
MTFP1,3.1228,3.2336,2.9478,3.705,3.4237
KLC1,5.298,4.8692,4.9742,4.943,5.0797
SF3B3,6.277,6.7041,6.4315,7.3834,6.8554
ARRDC5,-3.3076,-4.6082,-4.2934,-3.458,-3.1092
GAGE12B,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
FBXO41,1.2606,1.3567,1.0079,1.3735,0.6728
MMP1,-0.9686,2.4252,1.3454,3.7116,4.14
SEZ6L2,3.8714,4.0092,4.3594,3.3521,3.8302
STRADB,3.7389,3.5639,3.606,3.1294,3.4227
CBWD5,5.7734,5.3953,5.2722,4.9412,5.0442
LCE1E,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
HMSD,-3.458,-3.816,-4.035,-1.685,-4.1642
DHX16,3.9492,4.0361,3.8496,4.1796,4.0126
ACTR2,6.168,6.5351,6.3426,6.5841,6.6941
NKAP,2.4198,2.8158,2.596,2.6019,2.792
IFNAR1,3.8294,3.9856,3.9094,3.6961,4.0567
FBXO2,2.7388,1.8472,2.6862,2.5972,1.1063
PRSS36,0.8999,0.6285,0.7957,0.7832,0.619
FOXS1,1.6964,0.6002,1.2271,0.2881,0.9228
MAGEB1,-9.9658,-9.9658,-9.9658,-3.6259,-9.9658
NKIRAS1,2.6055,2.9338,2.8004,2.3898,2.5448
KLHL2,2.9884,2.3731,2.8065,2.4934,3.0234
RPS6KA1,4.2099,3.9728,4.2502,4.3772,4.3115
CGB2,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
PIPOX,-1.133,-1.0862,-1.2142,-1.1488,-0.8469
ZNF436,3.5633,3.2251,3.538,3.0688,3.4923
ROBO1,2.8361,2.7336,2.9157,3.29,3.2303
IFI30,6.9692,7.389,6.9854,7.6442,7.826
RAB11FIP5,4.3067,3.8623,4.1356,3.838,3.8008
LRIT2,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
MKL2,3.8954,3.9915,4.1023,2.4171,3.2032
SAMD10,2.4492,2.4036,2.2678,2.6302,2.4088
LRRC4,-0.7588,-0.9546,-0.5973,-1.1811,-0.5125
HMCN2,-0.3659,-3.1714,-1.9379,-3.0469,-2.5914
RTN4,7.448,7.3844,7.4504,7.0662,7.2524
UTP23,2.8562,3.718,3.2104,3.4556,3.2164
RAB6C,0.7275,-0.2934,0.3403,-4.6082,-1.1811
CCDC142,1.9053,1.8037,1.642,1.766,1.568
OR2J1,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
KRTAP9-8,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
COL9A2,3.0295,1.7828,2.02,2.7314,1.6531
CNN2,6.3368,5.4544,6.0646,6.2118,5.9969
GATA4,-6.5064,-5.0116,-5.5735,-9.9658,-6.5064
CLEC2L,-3.0469,-5.2926,-3.816,-2.7274,-4.4508
ANO5,-2.7274,-2.5914,-2.7274,-3.816,-3.542
GIMAP4,4.3972,3.6136,3.8228,3.8541,3.8366
CCL22,1.088,0.2277,0.6332,0.6969,1.0456
CKS1B,6.1633,6.8737,6.0448,7.6429,6.7374
SPICE1,2.8126,2.8955,2.8886,2.167,2.4518
LSP1,5.7712,4.8069,4.9769,5.1202,5.0839
SF3B4,5.7776,6.0027,5.7765,6.127,5.8194
CARD11,1.0813,0.2154,0.2642,0.5666,0.4702
MYRFL,-0.8608,-0.3201,-1.1172,-1.7809,0.2002
DCANP1,-4.2934,-9.9658,-6.5064,-9.9658,-6.04
HTR5A,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
G2E3,2.2314,2.8492,2.515,2.4831,2.5495
FBF1,2.1524,2.2298,1.8302,1.7273,1.3872
METTL2A,3.3141,3.833,3.4438,3.3869,3.5912
ASH1L,3.837,3.5772,3.71,3.3814,3.245
OR2B2,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
C6orf52,0.7318,0.6098,0.8123,1.3846,1.0386
EBP,5.1472,5.7618,5.2628,5.8063,5.9068
NOSIP,5.4853,5.2232,5.2383,5.2235,5.1591
SMAD9,-0.0426,-1.1976,-0.6416,-0.5332,-0.9688
CCDC58,4.469,4.8714,4.5871,5.0286,4.6572
SH3BP5L,3.9642,3.7604,3.6416,4.0037,3.7555
GATSL3,3.1093,2.4384,2.7626,1.674,2.6494
COQ2,2.4505,3.0322,2.6066,3.0706,2.9673
RNF182,-2.8262,-3.458,-3.0469,-0.2328,-3.1092
CYP21A2,2.0793,0.5907,1.3924,-2.1779,-0.3753
TBCA,7.359,7.7098,7.5494,7.2226,7.3591
MEX3D,3.3335,3.0842,3.1384,3.2112,3.726
CDH10,-5.5735,-9.9658,-9.9658,-9.9658,-6.5064
CT45A10,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
SLC12A8,2.9747,2.9756,2.91,3.5387,3.2622
FSTL5,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
LETM1,3.681,3.9273,3.7193,3.4464,3.321
KBTBD3,1.962,1.7424,1.8644,1.2815,1.6418
KIF24,0.4602,0.8764,0.4916,0.7058,0.6516
LYST,3.3177,2.7805,2.8955,2.1444,2.5369
DZIP3,2.0271,2.3966,2.2633,1.4494,1.8401
CWC22,3.1693,3.127,3.127,3.3828,3.2661
OTUD5,4.9575,4.7793,4.8368,4.8314,4.7018
