sample,IDC_Her2,IDC_Basal,IDC_LumA,IDC_LumB,ILC_LumA
SRGAP3,0.74,0.822,0.909,0.902,0.934
CDH15,0.04,0.009,0.025,0.0,0.0
KCNG4,0.0,0.0,0.0,0.0,0.0
CNBD2,0.86,0.907,0.788,0.861,0.736
MXRA8,1.0,1.0,1.0,1.0,1.0
COL2A1,0.12,0.439,0.348,0.336,0.236
CLN6,1.0,1.0,1.0,1.0,1.0
CARMIL3,0.02,0.093,0.045,0.148,0.066
BTBD2,1.0,1.0,1.0,1.0,1.0
LSG1,1.0,1.0,1.0,1.0,1.0
CD74,1.0,1.0,1.0,1.0,1.0
PPP1R36,0.18,0.168,0.566,0.402,0.462
ADGRA1,0.0,0.0,0.0,0.008,0.0
ATP2C1,1.0,1.0,1.0,1.0,1.0
RASGRP4,0.02,0.065,0.131,0.107,0.472
SP5,0.18,0.103,0.278,0.18,0.34
EID2B,0.34,0.346,0.505,0.467,0.698
UAP1L1,1.0,0.991,1.0,1.0,1.0
MAPK3,1.0,1.0,1.0,1.0,1.0
TEDDM1,0.0,0.0,0.0,0.0,0.0
RBM7,1.0,1.0,1.0,1.0,1.0
RGP1,1.0,1.0,1.0,1.0,1.0
OLFM2,1.0,1.0,0.99,0.959,0.991
NUDT3,1.0,1.0,1.0,1.0,1.0
BAHD1,1.0,1.0,1.0,1.0,1.0
SMCR8,1.0,0.991,1.0,1.0,1.0
PIM2,1.0,1.0,1.0,1.0,1.0
WISP1,0.98,0.841,0.975,0.959,0.981
REL,0.76,0.813,0.96,0.893,0.925
EFEMP1,1.0,0.991,1.0,0.992,1.0
SERPIND1,0.1,0.0,0.005,0.0,0.019
RAPGEF1,1.0,1.0,1.0,1.0,1.0
CEP78,1.0,1.0,1.0,1.0,1.0
SMIM1,0.96,0.748,0.98,0.926,0.991
CCDC88B,0.94,0.963,0.98,0.951,0.981
RPS2,1.0,1.0,1.0,1.0,1.0
TTC14,1.0,1.0,1.0,1.0,1.0
PAK6,0.54,0.626,0.515,0.516,0.726
ZNF224,1.0,1.0,1.0,1.0,1.0
ECEL1,0.26,0.439,0.091,0.066,0.104
MORN1,0.94,0.888,0.99,0.967,0.991
ZNF98,0.48,0.458,0.348,0.344,0.302
CBX3,1.0,1.0,1.0,1.0,1.0
TWISTNB,1.0,1.0,1.0,1.0,1.0
KHNYN,1.0,1.0,1.0,1.0,1.0
TMPRSS2,0.96,0.86,0.843,0.82,0.962
TKFC,1.0,1.0,1.0,1.0,1.0
PLLP,0.94,0.841,0.985,0.943,0.991
CNN3,1.0,1.0,1.0,1.0,1.0
CD2BP2,1.0,1.0,1.0,1.0,1.0
LEFTY1,0.04,0.037,0.051,0.008,0.0
FOLR2,0.94,0.925,0.975,0.934,1.0
SH2D4A,1.0,0.953,0.934,0.926,0.991
KCNJ4,0.0,0.028,0.0,0.0,0.0
FAM216B,0.02,0.0,0.015,0.008,0.009
NR0B2,0.04,0.0,0.02,0.008,0.0
ARMCX4,0.6,0.897,0.879,0.648,0.953
LIN9,0.98,1.0,0.995,1.0,0.981
NDUFB11,1.0,1.0,1.0,1.0,1.0
ODC1,1.0,1.0,1.0,1.0,1.0
NCF2,1.0,0.991,1.0,0.992,1.0
DOCK1,1.0,1.0,1.0,1.0,1.0
SLC38A1,1.0,1.0,1.0,0.992,1.0
JMJD4,1.0,1.0,1.0,1.0,1.0
SOX7,0.66,0.71,0.768,0.508,0.943
HAND1,0.0,0.0,0.0,0.033,0.0
OOEP,0.08,0.159,0.005,0.016,0.009
ARHGEF15,0.96,0.813,0.98,0.951,0.991
INTS10,1.0,1.0,1.0,1.0,1.0
SRSF12,0.02,0.645,0.005,0.008,0.009
SYT9,0.18,0.019,0.677,0.574,0.802
DNAJC3,1.0,1.0,1.0,1.0,1.0
ZC3H8,1.0,1.0,1.0,1.0,1.0
SLC52A2,1.0,1.0,1.0,1.0,1.0
OR52B2,0.0,0.0,0.0,0.0,0.0
MGAT3,0.14,0.561,0.187,0.066,0.481
NBAS,1.0,1.0,1.0,1.0,1.0
TRIM64C,0.0,0.0,0.0,0.0,0.0
GLOD4,1.0,1.0,1.0,1.0,1.0
SLC2A11,1.0,1.0,1.0,1.0,1.0
ATP2B1,1.0,0.991,1.0,0.992,1.0
CREG1,1.0,1.0,1.0,1.0,1.0
POLR2I,1.0,1.0,1.0,1.0,1.0
TOX2,0.6,0.636,0.444,0.41,0.745
KRBOX4,0.96,1.0,0.995,1.0,1.0
MICAL1,1.0,1.0,1.0,1.0,1.0
SNX17,1.0,1.0,1.0,1.0,1.0
SNX21,1.0,1.0,1.0,0.992,1.0
EHD2,1.0,1.0,1.0,1.0,1.0
OR5C1,0.0,0.0,0.0,0.0,0.0
ADGRG2,0.08,0.308,0.04,0.025,0.085
ATP13A3,1.0,1.0,1.0,1.0,1.0
HOMEZ,1.0,1.0,1.0,1.0,1.0
CHD9,1.0,1.0,1.0,1.0,1.0
H3F3C,0.0,0.0,0.0,0.0,0.0
ATP6V1E2,0.98,1.0,0.97,0.975,0.991
CDAN1,1.0,1.0,1.0,1.0,1.0
EDN3,0.0,0.224,0.136,0.008,0.311
GLIPR2,1.0,1.0,1.0,1.0,1.0
SHFM1,1.0,1.0,1.0,1.0,1.0
IL12A,0.18,0.402,0.076,0.131,0.085
PNMA2,0.18,0.224,0.439,0.336,0.632
TMC5,0.96,0.355,0.955,0.869,1.0
ZSCAN31,1.0,0.972,1.0,1.0,1.0
COG3,1.0,1.0,1.0,1.0,1.0
TMEM120A,1.0,1.0,1.0,1.0,1.0
PDE2A,0.7,0.495,0.914,0.705,1.0
SFPQ,1.0,1.0,1.0,1.0,1.0
MLLT1,1.0,1.0,1.0,1.0,1.0
BCAS4,0.98,1.0,1.0,1.0,1.0
TMEM108,0.46,0.645,0.384,0.328,0.66
USP26,0.0,0.0,0.0,0.025,0.0
NOTCH1,1.0,1.0,1.0,0.992,1.0
ABTB2,0.7,0.981,0.399,0.557,0.415
GRP,0.76,0.542,0.98,0.787,0.868
FGF18,0.14,0.037,0.288,0.098,0.557
PHF3,1.0,1.0,1.0,1.0,1.0
FAM170A,0.0,0.0,0.0,0.0,0.0
CTNNBL1,1.0,1.0,1.0,1.0,1.0
GPN3,1.0,1.0,1.0,1.0,1.0
LCMT1,1.0,1.0,1.0,1.0,1.0
NCBP1,1.0,1.0,1.0,1.0,1.0
VAV3,1.0,0.981,1.0,1.0,1.0
PUM1,1.0,1.0,1.0,1.0,1.0
YBEY,1.0,1.0,1.0,0.992,1.0
ADGRG3,0.08,0.112,0.02,0.016,0.0
FBXW11,1.0,1.0,1.0,1.0,1.0
MVB12B,0.96,0.963,0.995,0.992,0.991
FERMT2,1.0,0.991,1.0,1.0,1.0
KBTBD2,1.0,1.0,1.0,1.0,1.0
JAM3,1.0,0.972,1.0,1.0,1.0
CNGA1,0.28,0.533,0.076,0.057,0.123
FADS2,1.0,1.0,1.0,1.0,1.0
FUT4,0.52,0.832,0.399,0.443,0.651
PRKAG1,1.0,1.0,1.0,1.0,1.0
ZNF790,0.98,0.963,0.99,0.992,1.0
TEX35,0.0,0.0,0.005,0.0,0.019
ITGA4,0.94,0.822,0.889,0.877,0.877
USP36,1.0,1.0,1.0,1.0,1.0
ZKSCAN7,0.38,0.355,0.571,0.27,0.613
RBM47,1.0,0.991,1.0,1.0,1.0
NKTR,1.0,1.0,1.0,1.0,1.0
COL1A1,1.0,1.0,1.0,1.0,1.0
CACUL1,1.0,1.0,1.0,1.0,1.0
STAG3,0.76,0.85,0.763,0.754,0.925
TMEM56,0.56,0.71,0.652,0.738,0.642
MINA,1.0,1.0,1.0,1.0,1.0
PHC1,0.98,1.0,1.0,0.992,1.0
DCDC2,0.18,0.168,0.601,0.426,0.651
DGCR14,1.0,1.0,0.995,1.0,1.0
MKRN3,0.4,0.71,0.116,0.295,0.057
TEX2,1.0,1.0,1.0,1.0,1.0
MAT1A,0.1,0.336,0.172,0.246,0.094
YPEL2,1.0,0.981,1.0,0.992,1.0
REG3A,0.0,0.0,0.0,0.0,0.0
CTTNBP2,0.2,0.037,0.333,0.221,0.491
FAM46A,1.0,0.991,0.995,1.0,1.0
TDRD3,1.0,1.0,1.0,1.0,1.0
SIGLEC14,0.54,0.542,0.465,0.598,0.594
PDHB,1.0,1.0,1.0,1.0,1.0
DCAF8,1.0,1.0,1.0,1.0,1.0
IL11,0.1,0.187,0.177,0.123,0.151
AP1S2,1.0,1.0,1.0,1.0,1.0
CYP2J2,0.92,0.907,0.944,0.91,0.934
NR1H3,1.0,1.0,1.0,1.0,1.0
KIAA0430,1.0,1.0,1.0,1.0,1.0
SARAF,1.0,1.0,1.0,1.0,1.0
ZNF669,1.0,0.991,0.995,1.0,1.0
OMD,0.8,0.43,0.955,0.779,0.962
C15orf48,1.0,0.991,1.0,1.0,1.0
ZC3H14,1.0,1.0,1.0,1.0,1.0
CHP1,1.0,1.0,1.0,1.0,1.0
CENPM,1.0,1.0,0.99,1.0,0.991
PKD2L1,0.14,0.112,0.04,0.09,0.094
MICU1,1.0,1.0,1.0,1.0,1.0
FTMT,0.0,0.093,0.0,0.0,0.0
MC1R,0.76,0.822,0.833,0.754,0.821
GPR150,0.0,0.0,0.0,0.0,0.0
LZTFL1,1.0,1.0,1.0,1.0,1.0
SLC35G1,0.5,0.879,0.323,0.5,0.415
ANKRD20A4,0.0,0.0,0.0,0.0,0.009
IL1R2,0.2,0.664,0.121,0.139,0.198
ZNF521,0.96,0.963,0.99,0.902,1.0
SYT15,0.26,0.486,0.217,0.131,0.642
SDF4,1.0,1.0,1.0,1.0,1.0
CATSPERG,0.86,0.589,0.929,0.918,1.0
OR2AT4,0.0,0.0,0.0,0.0,0.0
KISS1R,0.08,0.037,0.232,0.254,0.189
FAM134B,1.0,0.897,0.995,0.992,1.0
EPAS1,1.0,1.0,1.0,1.0,1.0
SLX1A,1.0,1.0,1.0,1.0,1.0
IER3IP1,1.0,1.0,1.0,1.0,1.0
CACNA1A,0.08,0.224,0.025,0.0,0.009
TMEM254,1.0,1.0,1.0,1.0,1.0
MC2R,0.0,0.0,0.0,0.0,0.0
EFNB1,1.0,1.0,1.0,1.0,1.0
LHFPL1,0.08,0.047,0.005,0.016,0.009
ITPA,1.0,1.0,1.0,1.0,1.0
NBPF11,0.98,0.981,1.0,1.0,1.0
CD84,0.94,0.757,0.848,0.852,0.811
ALS2CR12,0.1,0.037,0.02,0.057,0.028
SPAG5,1.0,1.0,1.0,1.0,1.0
TOMM70,1.0,1.0,1.0,1.0,1.0
LAMA5,1.0,1.0,1.0,1.0,1.0
RFX2,0.98,0.879,0.955,0.967,0.972
ZNF653,1.0,0.991,0.995,1.0,1.0
PFDN5,1.0,1.0,1.0,1.0,1.0
KCTD9,1.0,1.0,1.0,1.0,1.0
GRK3,1.0,0.963,1.0,0.975,0.991
ITPRIPL2,0.98,0.935,1.0,0.992,1.0
EPYC,0.7,0.402,0.51,0.566,0.292
RCN1,1.0,1.0,1.0,1.0,1.0
CSMD2,0.1,0.224,0.106,0.082,0.047
NECAB1,0.02,0.075,0.061,0.033,0.066
LRIG2,0.98,0.991,1.0,0.992,1.0
AGAP9,0.82,0.879,0.864,0.836,0.972
HSD17B13,0.0,0.0,0.01,0.0,0.028
NRIP3,0.56,0.486,0.732,0.713,0.764
OR5H8,0.0,0.0,0.0,0.0,0.0
SPSB4,0.16,0.271,0.071,0.041,0.009
SPATA2L,1.0,0.991,0.99,0.951,0.981
KANSL1,1.0,1.0,1.0,1.0,1.0
RSPH14,0.16,0.15,0.101,0.18,0.038
EIF4H,1.0,1.0,1.0,1.0,1.0
KIF22,1.0,1.0,1.0,1.0,1.0
HR,0.88,0.981,0.763,0.689,0.858
GRK7,0.0,0.0,0.0,0.0,0.0
ANKRD29,0.26,0.364,0.702,0.426,0.906
WDR64,0.02,0.0,0.0,0.0,0.0
TTLL11,0.96,0.907,0.99,0.967,1.0
ATP6V0B,1.0,1.0,1.0,1.0,1.0
FRMD7,0.0,0.0,0.0,0.0,0.0
KIZ,1.0,1.0,1.0,1.0,1.0
EBF4,1.0,0.813,0.99,0.984,1.0
PDDC1,1.0,1.0,1.0,1.0,1.0
MEPCE,1.0,1.0,1.0,1.0,1.0
RIDA,1.0,1.0,1.0,1.0,1.0
ST6GALNAC4,1.0,1.0,1.0,0.992,1.0
TMEM156,0.5,0.477,0.389,0.287,0.472
GSK3A,1.0,1.0,1.0,1.0,1.0
PTRH1,1.0,1.0,0.995,1.0,1.0
YIPF5,1.0,1.0,1.0,1.0,1.0
MEX3A,0.9,1.0,0.934,0.992,0.906
GTSF1L,0.02,0.0,0.0,0.0,0.0
BBS12,0.64,0.729,0.985,0.893,0.925
DDX1,1.0,1.0,1.0,1.0,1.0
CUL4A,1.0,1.0,1.0,1.0,1.0
BCL2L13,1.0,1.0,1.0,1.0,1.0
ICAM5,0.0,0.224,0.01,0.033,0.047
SEPP1,1.0,1.0,1.0,1.0,1.0
USP17L13,0.0,0.0,0.0,0.0,0.0
DFNB59,0.42,0.467,0.586,0.451,0.783
SESN1,1.0,1.0,1.0,1.0,1.0
SGK2,0.06,0.14,0.242,0.172,0.406
FAM109A,1.0,1.0,0.995,1.0,1.0
TMSB10,1.0,1.0,1.0,1.0,1.0
TMEM39A,1.0,1.0,1.0,1.0,1.0
OR6C70,0.0,0.0,0.0,0.0,0.0
LILRB4,1.0,0.991,1.0,0.992,1.0
RBBP7,1.0,1.0,1.0,1.0,1.0
TP53TG3B,0.02,0.0,0.005,0.0,0.0
TGM4,0.06,0.0,0.01,0.0,0.0
ARAF,1.0,1.0,1.0,1.0,1.0
ASNA1,1.0,1.0,1.0,1.0,1.0
ZNF609,1.0,0.991,1.0,1.0,1.0
TMEM200C,0.0,0.402,0.02,0.008,0.094
FA2H,0.88,0.421,0.722,0.754,0.717
OPN1MW2,0.0,0.0,0.0,0.0,0.0
PYY,0.02,0.009,0.298,0.279,0.292
DIO2,0.98,0.776,0.955,0.885,0.915
FGD6,0.98,0.897,0.985,0.975,0.981
LYPD5,0.76,0.944,0.833,0.762,0.811
S1PR4,0.46,0.551,0.278,0.262,0.585
FAM86B1,0.68,0.879,0.914,0.836,0.953
RNF187,1.0,1.0,1.0,1.0,1.0
ADAMDEC1,0.84,0.869,0.626,0.721,0.509
CCK,0.02,0.084,0.025,0.016,0.019
ASF1B,1.0,1.0,0.995,1.0,1.0
C14orf119,1.0,1.0,1.0,1.0,1.0
ZDHHC3,1.0,1.0,1.0,1.0,1.0
MT-ATP8,1.0,1.0,1.0,1.0,1.0
C6orf10,0.0,0.0,0.0,0.0,0.0
SLC25A35,0.96,0.972,0.995,1.0,1.0
ERCC6L,0.94,0.935,0.571,0.943,0.368
P2RY4,0.0,0.0,0.03,0.025,0.009
TOX,0.34,0.514,0.126,0.172,0.321
RAB31,1.0,1.0,1.0,1.0,1.0
NDUFV2,1.0,1.0,1.0,1.0,1.0
DYNC2LI1,1.0,1.0,1.0,1.0,1.0
RFPL2,0.04,0.0,0.0,0.0,0.0
CNOT3,1.0,1.0,1.0,1.0,1.0
ZNF534,0.0,0.0,0.0,0.016,0.0
ANXA5,1.0,1.0,1.0,1.0,1.0
ID1,1.0,1.0,1.0,0.992,1.0
KRTAP22-1,0.0,0.0,0.0,0.0,0.0
ZNF182,0.9,0.944,0.99,0.975,1.0
ACO1,1.0,1.0,1.0,1.0,1.0
LSM5,1.0,1.0,1.0,1.0,1.0
RPS27,1.0,1.0,1.0,1.0,1.0
ZNF844,0.94,0.776,0.985,0.975,0.991
TIGIT,0.72,0.757,0.439,0.566,0.689
ENOPH1,1.0,1.0,1.0,1.0,1.0
S100A1,0.9,0.991,1.0,0.967,1.0
PKIG,1.0,1.0,1.0,1.0,1.0
MAP4,1.0,1.0,1.0,1.0,1.0
DKKL1,0.32,0.393,0.146,0.197,0.123
PPP1R15B,1.0,1.0,1.0,1.0,1.0
MROH7,0.0,0.028,0.01,0.0,0.028
NUGGC,0.14,0.093,0.02,0.033,0.019
SP2,1.0,0.991,0.99,1.0,1.0
TCP1,1.0,1.0,1.0,1.0,1.0
FBXO5,1.0,1.0,0.995,0.992,1.0
AP1M1,1.0,1.0,1.0,1.0,1.0
CBR4,1.0,1.0,1.0,1.0,1.0
SYT10,0.0,0.0,0.01,0.025,0.0
SENP3,1.0,1.0,1.0,1.0,1.0
IQCG,1.0,1.0,1.0,1.0,1.0
IMP3,1.0,1.0,1.0,1.0,1.0
ZNF611,0.98,0.963,0.995,0.984,1.0
PSEN2,1.0,1.0,1.0,1.0,1.0
LIX1L,1.0,1.0,1.0,0.992,1.0
CLEC12B,0.0,0.0,0.0,0.0,0.0
LMAN2,1.0,1.0,1.0,1.0,1.0
PLIN2,1.0,1.0,1.0,1.0,1.0
CYP2B6,0.0,0.009,0.025,0.057,0.019
SMIM7,1.0,1.0,1.0,1.0,1.0
ANXA8L1,0.54,0.86,0.667,0.279,0.708
SYN1,0.06,0.178,0.187,0.205,0.057
RAD23B,1.0,1.0,1.0,1.0,1.0
CHD2,1.0,1.0,1.0,1.0,1.0
DNAJC6,0.22,0.664,0.384,0.361,0.198
TSPAN6,1.0,1.0,1.0,0.992,1.0
CCBE1,0.0,0.037,0.091,0.057,0.094
GPATCH4,1.0,1.0,1.0,1.0,1.0
KIAA0319L,1.0,1.0,1.0,1.0,1.0
DLL3,0.06,0.215,0.03,0.082,0.0
HBB,0.88,0.897,0.985,0.918,0.981
TRMT2B,1.0,1.0,1.0,1.0,1.0
MTMR14,1.0,1.0,1.0,1.0,1.0
CPNE9,0.0,0.019,0.005,0.025,0.009
PIGN,1.0,1.0,1.0,1.0,1.0
CUZD1,0.04,0.15,0.005,0.0,0.009
FAM188A,1.0,1.0,1.0,1.0,1.0
OR13C3,0.0,0.0,0.0,0.0,0.0
AHNAK2,0.98,0.963,0.995,0.959,1.0
RPS14,1.0,1.0,1.0,1.0,1.0
PGA3,0.02,0.019,0.005,0.008,0.038
ADGRF5,1.0,0.953,0.99,0.984,1.0
UNC13D,1.0,1.0,0.965,0.934,0.991
CITED1,0.28,0.178,0.712,0.451,0.83
SPEF2,0.84,0.748,0.995,0.951,1.0
LLPH,1.0,1.0,1.0,1.0,1.0
ANKLE1,0.02,0.28,0.0,0.041,0.0
RPS6,1.0,1.0,1.0,1.0,1.0
MRGPRX4,0.0,0.0,0.0,0.0,0.0
PYROXD1,1.0,1.0,1.0,1.0,1.0
TAF7,1.0,1.0,1.0,1.0,1.0
EFHB,0.08,0.047,0.111,0.115,0.151
FKBP3,1.0,1.0,1.0,1.0,1.0
WDR1,1.0,1.0,1.0,1.0,1.0
DRAM2,1.0,1.0,1.0,1.0,1.0
SLC17A4,0.0,0.0,0.005,0.008,0.0
CA11,0.96,0.981,0.99,0.967,0.991
GNMT,0.72,0.047,0.571,0.516,0.519
PLRG1,1.0,1.0,1.0,1.0,1.0
CLPP,1.0,1.0,1.0,1.0,1.0
CPAMD8,0.76,0.804,0.803,0.549,0.877
ZFP69B,0.66,0.888,0.662,0.697,0.481
PRSS45,0.0,0.056,0.035,0.033,0.047
SEMA4D,1.0,1.0,1.0,1.0,1.0
SPATA3,0.0,0.0,0.0,0.0,0.0
ADH7,0.0,0.019,0.051,0.008,0.009
KRR1,1.0,1.0,1.0,1.0,1.0
SPPL2C,0.0,0.0,0.0,0.0,0.0
JADE1,1.0,1.0,1.0,1.0,1.0
PLG,0.0,0.009,0.005,0.0,0.0
POU5F1,0.08,0.57,0.0,0.016,0.019
FGB,0.26,0.028,0.141,0.221,0.094
SLFN12L,0.24,0.299,0.081,0.123,0.236
CD274,0.68,0.654,0.525,0.541,0.67
MAGEB4,0.0,0.224,0.0,0.0,0.0
GSTZ1,1.0,1.0,1.0,1.0,1.0
MAST3,0.96,0.916,0.98,0.992,1.0
POP4,1.0,1.0,1.0,1.0,1.0
SYNGR3,0.44,0.514,0.576,0.672,0.368
OR2A12,0.0,0.0,0.0,0.0,0.0
GINS4,0.92,1.0,0.874,0.992,0.887
GPR22,0.0,0.009,0.005,0.008,0.009
MUC20,0.68,0.869,0.914,0.795,0.962
ARMC1,1.0,1.0,1.0,1.0,1.0
OR5K2,0.0,0.0,0.0,0.0,0.0
ZNF484,0.66,0.364,0.944,0.844,0.887
RPL3L,0.0,0.009,0.005,0.0,0.0
CCL26,0.32,0.308,0.182,0.164,0.179
PLA2G5,0.3,0.168,0.313,0.205,0.311
XYLT1,0.8,0.701,0.929,0.82,0.896
CNOT7,1.0,1.0,1.0,1.0,1.0
OR51I2,0.0,0.0,0.0,0.0,0.0
IGHMBP2,1.0,1.0,1.0,1.0,1.0
CCR8,0.42,0.299,0.131,0.295,0.151
CNGA3,0.02,0.0,0.04,0.025,0.066
WBP2,1.0,1.0,1.0,1.0,1.0
NEDD8,1.0,1.0,1.0,1.0,1.0
TRAF3IP1,1.0,1.0,1.0,1.0,1.0
KIF13A,1.0,1.0,1.0,1.0,1.0
TECPR2,1.0,0.981,1.0,0.992,1.0
CPSF2,1.0,1.0,1.0,1.0,1.0
POTEF,0.04,0.009,0.045,0.098,0.057
RNF130,1.0,1.0,1.0,1.0,1.0
CD101,0.8,0.785,0.54,0.631,0.736
ELOVL2,0.08,0.234,0.798,0.73,0.896
TM4SF1,1.0,1.0,1.0,1.0,1.0
SLC29A4,0.86,0.85,0.652,0.598,0.868
C2orf73,0.0,0.009,0.076,0.016,0.038
PSMA5,1.0,1.0,1.0,1.0,1.0
ELMOD2,1.0,1.0,1.0,1.0,1.0
PADI6,0.0,0.0,0.0,0.0,0.0
FGFBP3,0.28,0.234,0.076,0.164,0.094
CTGF,1.0,1.0,1.0,1.0,1.0
MTOR,1.0,1.0,1.0,1.0,1.0
EWSR1,1.0,1.0,1.0,1.0,1.0
TACR3,0.0,0.0,0.0,0.0,0.009
EEF2,1.0,1.0,1.0,1.0,1.0
BGLAP,0.08,0.178,0.081,0.041,0.358
HIST1H4J,0.96,0.935,0.99,0.959,1.0
LMNB2,1.0,1.0,1.0,1.0,1.0
FNDC11,0.12,0.028,0.157,0.172,0.123
FRAT2,1.0,1.0,1.0,1.0,1.0
CAMSAP3,1.0,0.991,1.0,1.0,1.0
RBMXL3,0.0,0.0,0.0,0.0,0.0
SLC25A16,1.0,1.0,1.0,1.0,1.0
GUCD1,1.0,1.0,1.0,1.0,1.0
FLRT1,0.0,0.028,0.005,0.008,0.009
UBAP2,1.0,1.0,1.0,1.0,1.0
HUNK,0.44,0.271,0.323,0.459,0.321
ZNF600,1.0,0.991,1.0,0.992,1.0
HIST1H2AI,0.72,0.411,0.682,0.689,0.406
SLC25A53,0.98,0.972,1.0,0.984,0.991
PHLDB1,1.0,1.0,1.0,1.0,1.0
ZNF668,1.0,1.0,1.0,1.0,1.0
RNF186,0.0,0.037,0.0,0.0,0.047
KLK4,0.76,0.262,0.803,0.631,0.84
SDK1,0.56,0.589,0.621,0.525,0.67
VSNL1,0.7,0.888,0.727,0.525,0.802
KBTBD7,1.0,0.963,1.0,1.0,1.0
CCDC28B,0.96,1.0,0.99,0.975,1.0
ABCB5,0.02,0.019,0.025,0.0,0.047
EIF3G,1.0,1.0,1.0,1.0,1.0
MARCO,0.68,0.916,0.273,0.369,0.34
ASRGL1,0.9,0.916,0.808,0.721,0.972
LTBP3,1.0,1.0,1.0,1.0,1.0
SUPT20H,1.0,1.0,1.0,1.0,1.0
IKZF1,0.86,0.897,0.869,0.82,0.915
ALDOC,0.98,0.991,0.96,0.967,0.972
C2orf74,1.0,1.0,1.0,0.992,1.0
METTL17,1.0,1.0,1.0,1.0,1.0
HRG,0.0,0.009,0.0,0.0,0.0
CLCC1,1.0,1.0,1.0,1.0,1.0
FAM26D,0.0,0.0,0.0,0.0,0.0
DEFB129,0.0,0.0,0.0,0.0,0.0
BZW1,1.0,1.0,1.0,1.0,1.0
TRERF1,0.92,0.607,0.96,0.943,1.0
HOXA9,0.5,0.458,0.561,0.311,0.755
ARHGAP28,0.68,0.692,0.687,0.443,0.726
CDC23,1.0,1.0,1.0,1.0,1.0
TMEM207,0.0,0.0,0.0,0.0,0.0
APOBEC3B,0.98,0.925,0.904,0.959,0.934
PLCB1,0.82,0.776,0.833,0.689,0.934
LRRC46,0.78,0.15,0.919,0.918,0.906
PPP1R3B,1.0,1.0,1.0,1.0,1.0
SYNJ2BP,1.0,1.0,1.0,1.0,1.0
SLC17A8,0.0,0.009,0.01,0.008,0.0
CCDC138,1.0,1.0,0.965,0.984,0.953
PSAPL1,0.02,0.112,0.0,0.0,0.0
SYF2,1.0,1.0,1.0,1.0,1.0
C3orf84,0.0,0.0,0.0,0.0,0.0
TMEM109,1.0,1.0,1.0,1.0,1.0
TEAD1,0.98,1.0,0.995,0.992,1.0
SRPX,1.0,0.972,0.99,0.959,0.991
NMUR2,0.0,0.0,0.01,0.0,0.0
RAB29,1.0,1.0,0.995,1.0,1.0
MCC,0.88,0.766,0.985,0.902,1.0
C1orf159,1.0,1.0,1.0,0.992,1.0
HS1BP3,1.0,1.0,1.0,1.0,1.0
NPY1R,0.22,0.654,0.909,0.77,0.925
PPIAL4E,0.0,0.0,0.0,0.0,0.0
SIK2,1.0,1.0,0.995,0.992,1.0
LEF1,1.0,0.981,1.0,1.0,1.0
PRRG2,1.0,0.981,1.0,1.0,1.0
MDGA1,0.54,0.477,0.808,0.656,0.83
SEPN1,1.0,1.0,1.0,1.0,1.0
CSMD1,0.06,0.093,0.04,0.008,0.019
SHARPIN,1.0,1.0,1.0,1.0,1.0
RIMS2,0.32,0.271,0.187,0.238,0.057
HNRNPU,1.0,1.0,1.0,1.0,1.0
RBMXL1,1.0,0.991,1.0,0.992,1.0
ERCC6,1.0,1.0,1.0,0.992,1.0
MCM4,1.0,1.0,1.0,1.0,1.0
ANKRD36B,0.84,0.925,0.909,0.951,0.972
PHACTR1,0.7,0.766,0.742,0.59,0.877
PRIM2,1.0,1.0,1.0,1.0,1.0
C1orf146,0.0,0.0,0.0,0.0,0.0
HGH1,1.0,1.0,1.0,1.0,1.0
STARD7,1.0,1.0,1.0,1.0,1.0
IHH,0.0,0.0,0.005,0.0,0.0
TBL1XR1,1.0,1.0,1.0,1.0,1.0
CSK,1.0,1.0,1.0,1.0,1.0
ERCC3,1.0,1.0,1.0,1.0,1.0
MLLT11,0.94,0.972,0.975,0.975,0.981
ALKBH2,1.0,1.0,1.0,1.0,1.0
GPR63,0.02,0.206,0.005,0.008,0.0
KIDINS220,0.98,1.0,1.0,1.0,1.0
CLCA1,0.0,0.0,0.0,0.008,0.0
KPNA5,0.94,0.972,0.98,0.934,1.0
CEP89,1.0,1.0,1.0,1.0,1.0
ITGA1,1.0,0.981,1.0,1.0,1.0
FAM149A,0.46,0.617,0.773,0.5,0.925
CNGB3,0.0,0.0,0.0,0.008,0.0
BBS5,0.98,0.916,0.995,0.992,1.0
TPP2,1.0,1.0,1.0,1.0,1.0
AP2A2,1.0,1.0,1.0,1.0,1.0
PCED1A,1.0,1.0,1.0,1.0,1.0
PER3,0.98,0.953,1.0,0.992,0.991
PRAF2,1.0,1.0,0.995,1.0,1.0
GABRG1,0.0,0.0,0.0,0.0,0.0
HEATR4,0.1,0.028,0.101,0.139,0.104
PHIP,0.98,1.0,1.0,1.0,1.0
CYB561A3,1.0,1.0,1.0,1.0,1.0
ELAC1,0.92,0.991,0.98,0.951,1.0
POLR2D,1.0,1.0,1.0,1.0,1.0
RDH16,0.34,0.093,0.298,0.574,0.123
ZNF830,1.0,1.0,1.0,1.0,1.0
KIF15,0.98,1.0,0.854,1.0,0.774
KNDC1,0.46,0.019,0.308,0.205,0.151
BOC,1.0,1.0,0.99,0.943,1.0
CEP85,1.0,1.0,1.0,1.0,1.0
DEF6,1.0,1.0,1.0,1.0,1.0
